,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
150,0.21,0.81,0.55,0.06,-3.54,-2.01,218,262,207,466,332,20
151,0.24,0.82,0.54,0.37,-5.31,-0.12,216,264,208,459,331,20
152,0.22,0.81,0.54,-0.24,-2.5,-3.05,219,264,214,461,334,20
153,0.23,0.82,0.54,2.99,-2.62,-2.08,220,265,209,462,333,20
154,0.23,0.83,0.55,2.44,-2.75,-1.16,218,261,211,462,331,20
155,0.24,0.81,0.54,0.18,-2.38,-5.92,218,264,208,465,331,20
156,0.22,0.82,0.54,-0.24,-3.23,-3.17,207,264,209,462,328,20
157,0.21,0.84,0.54,2.01,-3.42,-0.43,212,261,212,464,330,20
158,0.22,0.83,0.53,0.24,-4.64,-1.95,229,263,207,462,324,20
159,0.21,0.83,0.54,0.37,-3.6,-2.08,214,265,210,462,325,20
160,0.22,0.83,0.53,0.98,-3.11,-2.2,214,262,211,465,326,20
161,0.22,0.82,0.53,1.1,-3.6,-2.93,216,267,209,462,329,20
162,0.22,0.82,0.53,0.0,-3.6,-1.22,216,262,213,462,328,20
163,0.22,0.83,0.53,0.31,-2.93,-3.17,217,267,210,466,327,20
164,0.21,0.82,0.53,0.98,-2.69,0.31,212,264,210,465,328,20
165,0.23,0.8,0.53,0.12,-0.85,-1.53,217,262,214,459,328,20
166,0.23,0.88,0.53,0.43,-2.5,-8.73,218,267,211,463,328,20
167,0.23,0.83,0.53,-0.49,-3.42,-2.2,217,264,209,467,329,20
168,0.25,0.82,0.52,0.24,-3.85,-1.71,215,264,214,461,331,20
169,0.25,0.82,0.53,0.31,-2.2,-2.87,216,267,214,457,328,20
170,0.23,0.82,0.53,-0.12,-3.54,-3.66,216,272,210,466,327,20
171,0.24,0.82,0.53,0.49,-3.72,-2.32,218,265,211,460,329,20
172,0.25,0.83,0.53,-1.53,-2.56,-8.61,217,263,210,466,330,20
173,0.19,0.84,0.54,1.46,-3.23,-9.7,217,265,214,457,330,20
174,0.13,0.81,0.55,5.86,-17.88,12.94,214,265,213,462,327,20
175,0.18,0.82,0.56,-3.66,3.97,-8.0,218,270,210,465,329,20
176,0.22,0.8,0.53,1.4,-4.39,1.34,215,267,212,462,327,20
177,0.19,0.84,0.54,5.8,-7.75,2.2,216,266,210,466,329,20
178,0.21,0.83,0.54,-2.56,-3.78,-1.65,217,264,216,466,332,20
179,0.26,0.81,0.54,-1.1,-4.82,-2.44,217,267,212,462,329,20
180,0.27,0.82,0.55,-1.16,-0.61,-2.99,218,275,214,466,327,20
181,0.23,0.8,0.56,0.73,-3.05,-0.67,212,267,210,462,328,20
182,0.23,0.79,0.55,1.04,-2.14,-6.71,216,266,213,465,330,20
183,0.24,0.84,0.56,2.87,-3.11,0.37,217,268,213,461,328,20
184,0.22,0.81,0.55,0.31,-4.76,-2.2,217,264,211,461,329,20
185,0.25,0.8,0.54,1.71,-3.54,-4.64,219,266,215,464,329,20
186,0.26,0.83,0.54,1.65,-5.19,-3.6,219,265,209,462,329,20
187,0.24,0.81,0.53,-2.2,-0.61,-2.14,216,273,210,461,330,20
188,0.24,0.79,0.54,-2.26,-2.5,-8.06,216,272,208,460,330,20
189,0.15,0.82,0.59,3.17,-5.55,4.64,214,268,211,462,327,20
190,0.24,0.77,0.58,1.4,-5.92,0.18,219,263,214,463,328,20
191,0.21,0.77,0.56,2.2,-2.08,3.17,220,266,214,466,330,20
192,0.25,0.82,0.55,2.08,-3.85,-3.05,215,269,213,466,329,20
193,0.24,0.83,0.56,0.31,-2.2,-1.16,220,264,212,463,330,20
