,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
133,0.94,-0.32,0.15,0.31,-4.09,-1.34,222,271,202,464,330,22
134,0.94,-0.32,0.14,0.12,-2.01,-3.85,219,263,202,465,328,22
135,0.95,-0.32,0.14,-0.37,-3.36,-2.32,221,265,204,465,330,22
136,0.93,-0.33,0.14,-2.2,-2.99,-1.77,220,264,202,466,330,22
137,0.94,-0.35,0.11,2.32,-4.64,-2.26,221,264,204,468,325,22
138,0.94,-0.36,0.09,-1.77,-2.93,-5.31,217,265,202,467,326,22
139,0.94,-0.34,0.12,-1.65,-2.87,-2.2,220,265,203,467,331,22
140,0.94,-0.34,0.11,0.43,-3.3,-2.32,222,264,205,465,328,22
141,0.93,-0.35,0.11,-0.24,-2.38,-3.3,220,268,198,469,330,22
142,0.93,-0.34,0.12,-0.55,-2.32,-2.2,220,262,201,466,328,22
143,0.94,-0.34,0.11,-0.24,-2.87,-2.81,223,266,201,468,329,22
144,0.93,-0.34,0.11,0.37,-3.6,-2.14,221,262,200,468,330,22
145,0.94,-0.35,0.11,-0.31,-2.75,-2.56,220,262,202,465,329,22
146,0.94,-0.34,0.11,-0.12,-2.93,-1.95,218,264,205,468,329,22
147,0.94,-0.34,0.12,1.4,-2.5,-3.54,220,263,206,468,329,22
148,0.94,-0.34,0.11,0.24,-2.69,-3.36,218,262,202,466,329,22
149,0.94,-0.34,0.11,0.67,-2.75,-2.81,220,267,201,464,330,22
150,0.93,-0.33,0.12,1.46,-2.93,-3.17,223,266,205,467,330,22
151,0.94,-0.33,0.12,-0.24,-2.62,-3.54,221,266,205,465,318,22
152,0.94,-0.34,0.12,0.85,-3.36,-1.89,220,266,202,463,330,22
153,0.94,-0.34,0.11,0.0,-2.81,-2.75,219,266,202,466,332,22
154,0.94,-0.34,0.11,-0.31,-2.69,-3.11,218,263,204,468,330,22
155,0.94,-0.34,0.11,-0.49,-2.93,-2.5,220,264,203,469,323,22
156,0.95,-0.34,0.11,0.79,-3.6,-2.2,222,274,203,466,332,22
157,0.94,-0.34,0.11,-0.06,-2.44,-2.93,220,262,206,466,331,22
158,0.93,-0.34,0.11,-0.06,-2.62,-3.11,223,266,210,461,331,22
159,0.93,-0.34,0.11,0.24,-2.75,-2.38,220,266,205,464,330,22
160,0.94,-0.34,0.11,0.06,-2.2,-3.3,223,265,209,464,332,22
161,0.94,-0.34,0.11,0.85,-2.75,-3.05,220,267,217,460,330,22
162,0.95,-0.35,0.11,0.79,-2.62,-2.75,220,272,206,459,331,22
163,0.93,-0.35,0.11,2.26,-4.27,-1.34,222,264,206,464,331,22
164,0.95,-0.34,0.1,0.55,-4.46,-4.46,218,264,201,468,328,22
165,0.94,-0.34,0.1,0.79,-3.54,-2.62,223,265,202,470,336,22
166,0.94,-0.34,0.1,1.04,-5.68,-3.66,221,266,202,465,332,22
167,0.92,-0.35,0.09,-4.39,-4.03,-2.5,220,264,203,461,327,22
